, ID,Nationality,Age,DaysSinceCreation,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,BookingsNoShowed,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,DaysSinceFirstStay,DistributionChannel,MarketSegment,SRHighFloor,SRLowFloor,SRAccessibleRoom,SRMediumFloor,SRBathtub,SRShower,SRCrib,SRKingSizeBed,SRTwinBed,SRNearElevator,SRAwayFromElevator,SRNoAlcoholInMiniBar,SRQuietRoom
3,8,FRA,32,1095,38,535.0,94.0,0,0,1,10,5,1100,1100,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
9,19,FRA,24,1095,109,174.0,36.0,0,0,1,8,4,1099,1099,Travel Agent/Operator,Travel Agent/Operator,1,0,0,0,0,0,0,1,0,0,0,0,0
16,31,PRT,39,1095,1,1083.5,255.49,0,0,9,18,14,591,1117,Direct,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
18,34,PRT,43,1095,78,180.6,100.5,0,0,1,6,3,1098,1098,Direct,Direct,0,0,0,0,0,0,1,0,0,0,0,0,0
21,43,FRA,53,1095,67,455.7,86.5,0,0,1,10,5,1100,1100,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
23,47,CHN,25,1095,65,202.8,24.0,0,0,1,4,2,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
24,49,RUS,43,1095,80,101.4,21.0,0,0,1,2,1,1096,1096,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
25,50,POL,53,1095,61,370.0,62.5,0,0,1,8,4,1099,1099,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
27,53,ITA,30,1095,97,116.0,27.0,0,0,1,4,2,1097,1097,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
29,57,ITA,40,1095,98,147.9,47.6,0,0,1,6,3,1098,1098,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
30,61,ITA,39,1095,98,147.9,30.6,0,0,1,6,3,1098,1098,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
34,72,FRA,69,1094,72,515.34,292.5,0,0,1,12,6,1100,1100,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0
35,74,FRA,49,1094,72,515.34,301.5,0,0,1,12,6,1100,1100,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0
36,76,FRA,70,1094,70,321.52,623.1,0,0,1,12,4,1098,1098,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
37,77,FRA,34,1094,70,875.16,1189.2,0,0,1,8,4,1098,1098,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
38,78,FRA,28,1094,70,875.16,1201.7,0,0,1,8,4,1098,1098,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
39,79,FRA,66,1094,70,291.72,749.9,0,0,1,8,4,1098,1098,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
41,82,ESP,3,1094,103,653.4,759.6,0,0,1,8,4,1098,1098,Direct,Direct,0,0,0,0,0,0,1,1,0,0,0,0,0
42,84,PRT,28,1094,103,770.1,957.9,0,0,1,12,4,1098,1098,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
43,87,ESP,39,1094,103,256.7,322.3,0,0,1,12,4,1098,1098,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
44,90,ESP,42,1094,103,653.4,759.6,0,0,1,8,4,1098,1098,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
46,94,ESP,60,1094,58,485.0,101.0,0,0,1,10,5,1099,1099,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
48,98,ESP,62,1094,58,485.0,134.5,0,0,1,10,5,1099,1099,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
49,100,CRI,61,1094,86,207.59,57.0,0,0,1,6,3,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
56,112,ESP,56,1094,69,195.6,44.0,0,0,1,4,2,1096,1096,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
58,117,FRA,43,1094,1,508.0,346.5,0,0,1,16,4,1098,1098,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
60,123,PRT,41,1094,2,404.5,473.3,0,0,1,9,3,1097,1097,Direct,Direct,0,0,0,0,0,0,1,1,0,0,0,0,0
62,127,PRT,44,1094,1,376.0,224.0,0,0,1,8,2,1096,1096,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
64,133,ESP,43,1094,57,274.5,47.0,0,0,1,6,3,1097,1097,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0
69,141,CHE,37,1094,58,397.2,74.0,0,0,1,12,6,1100,1100,Travel Agent/Operator,Travel Agent/Operator,1,0,0,0,0,0,0,0,0,0,0,0,0
73,149,USA,34,1094,52,358.0,62.0,0,0,1,8,2,1096,1096,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
75,157,CRI,38,1094,86,207.59,52.0,0,0,1,6,3,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
77,159,PRT,46,1094,72,659.34,491.0,0,0,1,18,6,1100,1100,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0
81,169,ESP,53,1093,63,410.0,86.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
88,184,ITA,58,1093,81,391.2,52.0,0,0,1,8,4,1097,1097,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
89,186,ITA,55,1093,69,391.2,56.5,0,0,1,8,4,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
100,210,JPN,52,1093,69,308.4,37.5,0,0,1,6,2,1095,1095,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
120,256,ESP,31,1093,11,88.0,37.0,0,0,1,4,2,1095,1095,Travel Agent/Operator,Travel Agent/Operator,1,0,0,0,0,0,0,0,0,0,0,0,0
129,275,ESP,43,1092,56,522.75,76.0,0,0,1,10,5,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
131,279,ESP,44,1092,56,522.75,46.0,0,0,1,10,5,1097,1097,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
135,292,PRT,22,1091,44,182.4,111.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
149,315,ITA,68,1091,23,159.0,150.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
151,319,ITA,41,1091,23,159.0,150.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
155,326,ITA,39,1091,23,159.0,150.0,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
167,349,ITA,57,1091,44,182.4,111.6,0,0,1,6,3,1094,1094,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
175,368,PRT,30,1091,45,627.3,8.0,0,0,1,12,4,1095,1095,Travel Agent/Operator,Other,0,1,0,0,0,0,0,1,0,0,0,0,0
180,379,PRT,44,1091,2,1086.0,162.0,0,1,11,22,18,189,1084,Corporate,Corporate,0,0,0,0,0,0,0,0,1,0,0,0,0
183,383,DEU,55,1090,102,140.0,286.5,0,0,1,6,3,1093,1093,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
187,391,ITA,25,1090,77,523.8,82.0,0,0,1,12,6,1096,1096,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
189,395,DEU,27,1090,102,140.0,57.0,0,0,1,6,3,1093,1093,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
203,417,AGO,52,1088,0,75.0,2.0,0,1,1,2,1,1089,1089,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0
234,478,ZAF,51,1083,41,432.4,275.8,0,0,1,12,6,1089,1089,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
245,498,USA,66,1081,48,1479.45,576.0,0,0,1,14,7,1088,1088,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
261,524,FRA,42,1079,49,110.44,51.5,0,0,1,4,2,1081,1081,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
266,533,PRT,34,1079,50,114.0,55.5,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
267,534,FRA,64,1079,50,114.0,77.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
268,537,FRA,66,1079,50,114.0,54.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
269,538,FRA,53,1079,50,114.0,61.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
270,539,FRA,47,1079,50,114.0,54.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
271,540,FRA,27,1079,50,132.0,29.0,0,0,1,3,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
272,541,FRA,31,1079,50,114.0,60.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
273,542,FRA,31,1079,50,114.0,54.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
274,543,FRA,38,1079,50,114.0,57.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
275,544,FRA,28,1079,50,114.0,54.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
276,545,FRA,38,1079,50,342.0,126.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
277,546,FRA,36,1079,50,114.0,54.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
278,547,FRA,41,1079,50,114.0,68.5,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
279,548,PRT,54,1079,50,114.0,54.0,0,0,1,6,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
281,551,FRA,41,1079,50,0.0,9.0,0,0,1,3,3,1082,1082,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
282,554,GBR,56,1078,4,115.5,6.0,0,0,1,4,2,1080,1080,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
288,563,PRT,53,1078,0,66.0,28.0,0,0,2,4,2,991,1079,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
291,569,PRT,47,1077,79,355.0,81.0,3,0,7,12,11,785,1078,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
301,582,AUS,27,1075,64,126.72,7.0,0,0,1,4,2,1077,1077,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
302,584,AUS,31,1075,64,126.72,4.0,0,0,1,4,2,1077,1077,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
303,586,AUS,26,1075,64,126.72,9.5,0,0,1,4,2,1077,1077,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
304,588,AGO,39,1075,1,77.0,22.0,0,0,1,2,1,1076,1076,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
309,593,ROU,31,1075,77,255.0,61.0,0,0,1,6,3,1078,1078,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
315,601,PRT,56,1075,7,795.0,1350.0,0,0,8,13,10,113,1077,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
326,616,PRT,56,1074,1,64.0,16.0,0,0,1,1,1,1075,1075,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
327,617,DEU,32,1074,62,215.0,111.0,0,0,1,10,5,1079,1079,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
328,619,PRT,54,1074,9,89.0,17.99,0,0,1,2,1,1075,1075,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
333,626,USA,66,1073,1,563.6,128.0,0,0,1,16,8,1081,1081,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
337,630,PRT,45,1072,1,0.0,0.0,1,0,2,3,2,720,1073,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
341,640,ISR,56,1072,0,292.0,28.0,0,0,1,4,4,1076,1076,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
346,647,PRT,80,1072,21,96.0,92.0,0,0,3,8,4,101,1074,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
347,648,ROU,31,1072,2,73.0,25.5,0,0,1,2,1,1073,1073,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
349,652,GBR,79,1072,8,308.0,78.3,0,0,1,8,4,1076,1076,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
354,666,PRT,53,1071,0,231.0,134.49,0,0,1,6,3,1074,1074,Direct,Direct,1,0,0,0,0,0,0,0,0,0,0,0,0
356,669,CYP,49,1070,2,34.0,9.5,0,0,1,1,1,1071,1071,Direct,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
357,670,PRT,45,1070,21,1132.0,181.5,0,0,5,22,10,96,1072,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
389,723,FRA,51,1069,40,146.0,46.6,0,0,1,2,2,1071,1071,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
391,727,BEL,59,1069,5,166.19,134.5,0,0,1,3,3,1072,1072,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
393,730,ITA,45,1069,53,138.0,87.0,0,0,1,6,3,1072,1072,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,1,0,0,0,0,0,0
395,735,BRA,61,1069,15,164.97,51.0,0,0,1,6,3,1072,1072,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
407,757,FRA,38,1068,8,368.0,95.6,0,0,2,5,5,671,1070,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
409,759,GBR,42,1068,0,330.8,122.0,0,0,1,8,4,1072,1072,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,1,0,0,0,0,0,0
411,764,GBR,60,1068,1,73.0,31.5,0,0,1,1,1,1069,1069,Direct,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
416,775,PRT,53,1068,0,0.0,0.0,0,0,1,1,1,1069,1069,Direct,Complementary,0,0,0,0,0,0,1,1,0,0,0,0,0
431,792,PRT,55,1067,0,150.0,37.0,0,0,2,4,2,24,1068,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
435,800,PRT,50,1067,9,251.0,70.0,0,0,2,6,3,209,1069,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
436,801,PRT,42,1067,11,60.83,2.0,0,0,1,2,1,1068,1068,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
450,823,PRT,48,1066,2,111.0,27.0,0,0,2,4,2,943,1067,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
453,830,PRT,53,1066,11,355.0,115.0,0,0,2,6,3,273,1068,Direct,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
454,833,PRT,65,1066,59,146.0,49.0,0,0,1,4,2,1068,1068,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,1,0,0,0,0,0
459,842,CHE,59,1065,88,135.0,47.0,0,0,1,4,2,1067,1067,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
464,852,PRT,45,1065,9,237.0,43.0,0,0,1,6,3,1068,1068,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
465,853,PRT,73,1065,15,146.0,83.0,0,0,1,4,2,1067,1067,Direct,Direct,1,0,0,0,0,0,0,0,0,0,0,0,0
466,855,PRT,75,1065,15,438.0,76.0,0,0,1,4,2,1067,1067,Direct,Direct,1,0,0,0,0,0,0,0,0,0,0,0,0
470,862,PRT,31,1065,1,46.0,83.0,0,0,1,4,2,1067,1067,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
471,864,DEU,24,1065,14,135.9,28.0,0,0,1,4,2,1067,1067,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0
475,873,KOR,49,1064,81,151.11,77.5,0,0,1,6,3,1067,1067,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
477,878,ITA,56,1064,81,146.0,26.0,0,0,1,4,2,1066,1066,Direct,Direct,1,0,0,0,0,0,0,0,0,0,0,0,0
478,880,ITA,54,1064,81,146.0,33.0,0,0,1,4,2,1066,1066,Direct,Direct,1,0,0,0,0,0,0,0,0,0,0,0,0
485,891,PRT,46,1063,3,327.22,129.3,0,0,2,4,4,930,1064,Corporate,Corporate,0,0,0,1,0,0,0,1,0,0,0,0,0
488,895,KOR,46,1063,5,148.26,23.0,0,0,1,5,1,1064,1064,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
489,900,FRA,26,1063,60,92.0,28.0,0,0,1,4,2,1065,1065,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
492,906,FRA,57,1062,55,138.0,132.0,0,0,1,6,3,1065,1065,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
502,920,FRA,33,1061,5,180.66,30.0,0,0,1,3,3,1064,1064,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
517,942,FRA,30,1060,1,170.0,61.7,0,0,1,2,2,1062,1062,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
518,944,PRT,42,1060,5,53.2,21.8,0,0,1,2,1,1061,1061,Travel Agent/Operator,Travel Agent/Operator,1,0,0,0,0,0,0,1,0,0,0,0,0
523,953,DEU,59,1059,4,116.14,28.0,0,0,1,4,2,1061,1061,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
527,961,PRT,51,1059,35,378.0,199.5,0,0,1,4,2,769,769,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
531,969,PRT,51,1059,4,219.0,59.0,0,0,1,3,3,1062,1062,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
542,987,PRT,47,1058,1,227.0,28.5,0,0,2,4,2,1010,1059,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
552,1004,PRT,30,1058,22,172.8,42.0,0,0,1,6,3,1061,1061,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
573,1045,PRT,35,1057,2,187.6,74.4,0,0,1,4,2,1059,1059,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
578,1061,ITA,49,1056,10,334.5,95.0,0,0,1,9,3,1059,1059,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
582,1069,CAN,47,1056,1,284.55,154.8,0,0,1,4,4,1060,1060,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
585,1075,BRA,45,1056,17,116.14,48.5,0,0,1,4,2,1058,1058,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
590,1088,DEU,60,1055,8,58.07,23.0,0,0,1,2,1,1056,1056,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
593,1093,FRA,51,1055,51,184.5,21.0,0,0,1,3,3,1058,1058,Direct,Direct,1,0,0,0,0,0,0,0,0,0,0,0,0
594,1094,FRA,50,1055,51,553.5,63.0,0,0,1,3,3,1058,1058,Direct,Direct,1,0,0,0,0,0,0,0,0,0,0,0,0
611,1128,PRT,23,1055,6,349.4,134.6,0,0,2,6,3,341,1056,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0
646,1194,PRT,26,1055,10,0.0,13.99,0,0,1,4,2,1057,1057,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
647,1195,ITA,47,1055,2,274.0,83.0,0,0,1,8,2,1057,1057,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
653,1209,DEU,38,1054,20,112.44,14.0,0,0,1,2,2,1056,1056,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
654,1210,PRT,37,1054,92,111.0,28.0,0,0,1,4,2,1056,1056,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
661,1223,FRA,47,1054,4,240.88,64.0,0,0,1,4,4,1058,1058,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
664,1229,NLD,35,1054,3,232.28,105.5,0,0,1,8,4,1058,1058,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
672,1241,FRA,51,1053,1,548.0,240.0,0,0,1,16,4,1057,1057,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
673,1245,JPN,55,1053,4,240.3,78.0,0,0,1,9,3,1056,1056,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
674,1248,NLD,41,1053,7,60.22,7.0,0,0,1,1,1,1054,1054,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
675,1249,NLD,49,1053,3,60.22,7.0,0,0,1,1,1,1054,1054,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
676,1250,NLD,43,1053,7,60.22,7.0,0,0,1,1,1,1054,1054,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
693,1282,PRT,53,1052,1,77.0,14.0,0,0,1,2,1,1053,1053,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0
698,1288,DEU,35,1051,24,140.0,56.5,0,0,1,6,3,1054,1054,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
699,1290,AGO,57,1051,8,588.0,86.5,0,0,3,9,5,265,1052,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0
708,1307,DEU,50,1051,21,150.66,141.0,0,0,1,6,3,1054,1054,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
714,1316,PRT,49,1051,22,129.0,85.0,0,0,1,4,2,1053,1053,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
716,1323,PRT,32,1051,24,64.5,23.0,0,0,1,2,1,1052,1052,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
717,1325,PRT,28,1051,24,64.5,41.0,0,0,1,2,1,1052,1052,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
721,1334,MYS,36,1051,20,176.0,28.0,0,0,1,4,2,1053,1053,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
722,1335,PRT,22,1051,3,60.83,174.0,0,0,1,2,1,1052,1052,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
724,1339,PRT,30,1051,77,377.04,44.5,0,0,1,6,6,1057,1057,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
728,1346,NLD,38,1051,9,486.64,14.0,0,0,1,16,8,1059,1059,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
729,1351,PRT,29,1051,19,64.5,113.0,0,0,1,2,1,1052,1052,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
730,1352,PRT,24,1051,11,83.0,14.0,0,0,1,2,1,1052,1052,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
732,1356,PRT,37,1051,3,83.0,14.0,0,0,1,2,1,1052,1052,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0
733,1358,PRT,36,1051,1,166.0,80.0,0,0,1,4,2,1053,1053,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
734,1359,PRT,27,1051,4,83.0,14.0,0,0,1,2,1,1052,1052,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
738,1368,BRA,43,1050,10,594.0,366.5,0,0,2,4,1,1050,1051,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
739,1372,JPN,7,1050,10,137.1,34.0,0,0,1,6,2,1052,1052,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
741,1380,PRT,37,1050,96,111.0,53.5,0,0,1,4,2,1052,1052,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
742,1381,NLD,35,1050,4,249.0,187.97,0,0,1,6,3,1053,1053,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
748,1394,NLD,32,1050,36,143.25,61.0,0,0,1,6,3,1053,1053,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
749,1396,PRT,56,1050,11,184.8,42.0,0,0,1,6,3,1053,1053,Travel Agent/Operator,Travel Agent/Operator,1,0,0,0,0,0,0,0,1,0,0,0,0
751,1401,CHE,22,1050,87,202.5,36.0,0,0,1,6,3,1053,1053,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
755,1411,ITA,57,1050,17,644.9,172.5,0,0,2,14,7,1027,1053,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
760,1423,FRA,35,1049,11,170.73,27.0,0,0,1,3,3,1052,1052,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
763,1429,FRA,42,1049,19,163.71,42.0,0,0,1,6,3,1052,1052,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
764,1431,PRT,27,1049,16,166.0,46.0,0,0,1,4,2,1051,1051,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0
766,1435,PRT,38,1049,0,249.0,42.0,0,0,1,6,3,1052,1052,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
775,1451,PRT,64,1048,4,0.0,59.94,0,0,2,3,3,966,1050,Corporate,Complementary,0,0,0,0,0,0,0,1,0,0,0,0,0
776,1452,FRA,64,1048,17,199.52,66.5,0,0,1,8,4,1052,1052,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0
782,1463,PRT,63,1047,99,262.0,56.0,0,0,1,8,4,1051,1051,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
784,1468,DEU,16,1047,99,262.0,56.0,0,0,1,8,4,1051,1051,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
