, ID,Nationality,Age,DaysSinceCreation,AverageLeadTime,LodgingRevenue,OtherRevenue,BookingsCanceled,BookingsNoShowed,BookingsCheckedIn,PersonsNights,RoomNights,DaysSinceLastStay,DaysSinceFirstStay,DistributionChannel,MarketSegment,SRHighFloor,SRLowFloor,SRAccessibleRoom,SRMediumFloor,SRBathtub,SRShower,SRCrib,SRKingSizeBed,SRTwinBed,SRNearElevator,SRAwayFromElevator,SRNoAlcoholInMiniBar,SRQuietRoom
14301,16855,DEU,65,801,69,690.25,91.0,0,0,1,15,5,806,806,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14302,16856,CHE,68,801,69,607.85,107.5,0,0,1,15,5,806,806,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14303,16857,IRL,32,801,83,540.0,10.0,0,0,1,10,5,806,806,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14304,16858,FIN,44,801,50,900.0,106.0,0,0,1,20,5,806,806,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,1
14306,16860,CHE,41,801,86,506.58,84.0,0,0,1,12,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14307,16861,PRT,21,801,184,1400.4,152.0,0,0,1,8,4,805,805,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
14308,16862,DEU,20,801,59,444.0,57.5,0,0,1,4,4,805,805,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
14312,16866,DEU,47,801,182,292.2,124.5,0,0,1,10,5,806,806,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14313,16867,CHE,21,801,184,1328.4,237.5,0,0,1,12,4,805,805,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14314,16868,CHE,19,801,184,1400.4,188.0,0,0,1,8,4,805,805,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
14318,16872,CHE,21,801,184,1011.6,155.0,0,0,1,8,4,805,805,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14319,16873,CHE,19,801,184,1328.4,228.0,0,0,1,12,4,805,805,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14321,16875,IRL,43,801,7,206.36,2.0,0,0,1,2,2,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14322,16876,FIN,51,800,30,305.31,107.5,0,0,1,6,3,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14324,16878,ITA,50,800,184,381.2,217.8,0,0,1,8,4,804,804,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
14325,16879,SVK,40,800,15,432.0,21.0,0,0,1,3,3,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14326,16880,PRT,30,800,1,120.0,13.5,0,0,1,2,1,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14327,16881,NLD,59,800,165,213.6,79.0,0,0,1,4,2,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
14328,16882,BRA,53,800,132,158.0,23.0,0,0,1,2,1,801,801,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,1
14329,16883,NLD,14,800,21,357.0,243.0,0,0,1,6,3,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14330,16884,TUR,63,800,7,524.0,138.5,0,0,1,8,4,804,804,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14331,16885,FRA,38,800,19,140.0,100.5,0,0,1,2,1,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14332,16886,FRA,43,800,4,551.0,111.0,0,0,2,7,5,711,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
14335,16889,RUS,53,800,185,221.4,42.0,0,0,1,6,2,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14337,16891,HUN,64,800,179,256.5,75.0,0,0,1,6,3,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14338,16892,FRA,60,800,26,762.0,94.0,0,0,1,12,6,806,806,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14340,16894,BEL,59,800,5,296.0,30.5,0,0,1,4,2,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14341,16895,DEU,52,800,58,333.92,62.0,0,0,1,8,4,804,804,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14343,16897,ITA,52,800,191,505.8,91.5,0,0,1,4,2,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14344,16900,USA,62,800,36,239.0,7.5,0,0,1,4,2,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14345,16901,FRA,51,800,137,694.96,347.0,0,0,1,21,7,807,807,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14346,16902,CHE,46,800,40,178.0,69.0,0,0,1,3,1,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14347,16903,FRA,55,800,5,740.0,230.0,0,0,1,10,5,805,805,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14348,16904,RUS,42,800,66,345.6,44.0,0,0,1,8,2,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14349,16905,RUS,9,800,66,204.0,16.0,0,0,1,4,2,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14350,16906,RUS,37,800,66,210.0,12.0,0,0,1,4,2,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14351,16907,FRA,46,800,104,317.92,62.5,0,0,1,8,4,804,804,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14352,16908,FRA,44,800,4,740.0,70.0,0,0,1,10,5,805,805,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14353,16909,FRA,35,800,18,148.0,16.5,0,0,1,2,1,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14354,16910,DNK,53,800,26,357.0,15.99,0,0,1,6,3,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14355,16911,FRA,32,800,2,531.84,158.29,0,0,1,12,3,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14359,16915,GBR,56,800,41,1621.4,243.0,0,0,1,28,7,807,807,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14366,16922,CHE,39,799,256,758.7,126.0,0,0,1,6,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14367,16923,CHE,31,799,256,758.7,126.0,0,0,1,6,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
14370,16926,CHE,69,799,205,244.5,55.0,0,0,1,3,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14371,16927,DEU,34,799,22,317.25,219.0,0,0,1,6,3,802,802,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
14372,16928,POL,38,799,232,299.0,28.0,0,0,1,4,4,803,803,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,1
14374,16930,BEL,32,799,99,427.2,105.5,0,0,1,8,4,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14375,16931,PRT,61,799,12,217.0,39.0,0,0,3,5,3,392,800,Corporate,Corporate,0,0,0,0,0,0,0,1,0,0,0,0,0
14377,16933,GBR,56,799,50,560.0,138.0,0,0,1,10,5,804,804,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14379,16935,USA,35,799,7,215.6,65.0,0,0,1,4,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14380,16936,USA,37,799,193,265.54,47.5,0,0,1,4,4,803,803,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,1,0,0,0,0,0,0
14381,16937,DEU,75,799,44,1821.6,210.0,0,0,1,10,5,804,804,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14382,16938,DEU,39,799,44,607.2,120.0,0,0,1,10,5,804,804,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14385,16941,ITA,63,799,202,252.9,42.0,0,0,1,6,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14386,16942,GBR,30,799,6,444.0,47.0,0,0,1,6,3,802,802,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
14387,16943,FRA,58,799,192,166.0,28.0,0,0,1,4,2,801,801,Travel Agent/Operator,Groups,0,0,0,0,0,0,0,0,1,0,0,0,0
14390,16946,FRA,50,799,16,280.0,71.0,0,0,1,4,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14391,16947,FRA,55,799,26,238.0,8.5,0,0,1,4,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14394,16950,NLD,50,799,10,660.0,72.0,0,0,1,12,4,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14395,16951,PRT,54,799,0,368.0,127.5,0,0,1,12,4,803,803,Corporate,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
14399,16955,HUN,45,799,274,349.8,58.5,0,0,1,8,4,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14400,16956,HUN,58,799,96,427.2,56.0,0,0,1,8,4,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14402,16958,DEU,22,799,12,280.0,44.0,0,0,1,4,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
14404,16960,DEU,55,799,12,990.0,142.5,0,0,1,6,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
14405,16961,CHE,33,799,25,357.0,186.9,0,0,1,6,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14406,16962,PRT,38,799,277,505.8,78.5,0,0,1,4,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14407,16963,PRT,63,799,277,505.8,328.5,0,0,1,4,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14409,16965,DEU,31,799,29,595.0,21.5,0,0,1,10,5,804,804,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
14410,16966,BEL,67,799,83,481.2,269.0,0,0,1,8,4,803,803,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
14411,16967,BEL,42,799,83,1443.6,177.0,0,0,1,8,4,803,803,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
14412,16968,BEL,44,799,83,1443.6,174.0,0,0,1,8,4,803,803,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
14414,16970,FRA,55,799,30,254.0,37.5,0,0,1,4,2,801,801,Travel Agent/Operator,Other,1,0,0,0,1,0,0,1,0,0,0,0,1
14417,16973,BRA,66,799,2,918.0,82.8,0,0,1,7,7,806,806,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0
14420,16976,FRA,36,799,94,481.2,59.5,0,0,1,8,4,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14422,16978,GBR,25,799,88,1082.7,126.0,0,0,1,6,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14423,16979,DEU,76,799,25,240.0,41.0,0,0,1,4,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14424,16980,GBR,60,799,84,1457.7,260.0,0,0,2,12,6,185,802,Travel Agent/Operator,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0
14425,16981,NLD,41,799,24,357.0,6.0,0,0,1,6,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
14426,16982,GBR,28,799,88,399.6,68.0,0,0,1,9,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14427,16983,PRT,30,799,1,93.0,46.5,0,0,1,2,1,800,800,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0
14431,16987,ESP,41,799,26,254.0,28.0,0,0,1,4,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
14434,16990,FRA,25,799,15,280.0,33.0,0,0,1,4,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14435,16991,GBR,42,799,44,341.1,46.0,0,0,1,6,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14436,16992,GBR,41,799,44,341.1,142.5,0,0,1,6,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14439,16995,FRA,49,799,15,330.0,131.0,0,0,1,6,2,801,801,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
14440,16996,PRT,19,799,25,720.0,123.0,0,0,1,4,2,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14441,16997,ITA,51,799,1,120.0,1.0,0,0,1,1,1,800,800,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
14442,16998,GBR,60,799,7,333.6,50.0,0,0,1,6,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14444,17000,GBR,42,799,44,341.1,86.0,0,0,1,6,3,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14445,17001,DEU,40,799,17,560.0,8.0,0,0,1,8,4,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14450,17006,NZL,62,798,189,85.5,2.0,0,0,1,2,1,799,799,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14451,17007,USA,75,798,220,323.0,279.5,0,0,1,8,4,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14452,17008,USA,74,798,220,323.0,82.0,0,0,1,8,4,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14453,17009,IRL,35,798,153,932.4,147.0,0,0,1,21,7,805,805,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,0
14455,17011,DEU,54,798,74,449.35,77.5,0,0,1,10,5,803,803,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
14458,17014,PRT,67,798,37,341.0,54.0,0,0,5,5,5,40,799,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14462,17018,DEU,52,798,71,269.61,61.98,0,0,1,6,3,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14463,17019,GBR,50,798,18,564.0,43.0,0,0,1,8,2,800,800,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,1,0,0,0,0
14464,17020,CHE,50,798,107,324.0,69.5,0,0,1,6,3,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14465,17021,CHE,51,798,107,972.0,214.5,0,0,1,6,3,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14467,17023,DEU,38,798,84,216.75,88.5,0,0,1,6,3,801,801,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,1
14468,17024,DEU,39,798,84,216.75,31.5,0,0,1,6,3,801,801,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,1
14469,17025,FRA,53,798,273,193.38,66.5,0,0,1,6,3,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14470,17026,FRA,47,798,284,186.45,83.0,0,0,1,6,3,801,801,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14471,17027,DEU,53,798,96,601.5,78.0,0,0,1,10,5,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14474,17030,BEL,29,798,128,2165.4,418.2,0,0,1,12,6,804,804,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14475,17031,BEL,28,798,128,799.2,145.5,0,0,1,18,6,804,804,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14476,17032,DEU,57,798,235,458.5,77.0,0,0,1,10,5,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14477,17033,ISR,19,798,79,532.8,86.5,0,0,1,12,4,802,802,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,1,0,0,0,1
14478,17035,DEU,63,798,277,493.0,142.0,0,0,1,12,6,804,804,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,1
14479,17036,FRA,45,798,48,280.0,42.0,0,0,1,6,2,800,800,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14480,17037,ESP,42,798,55,1080.0,357.5,0,0,1,24,6,804,804,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0
14482,17039,GBR,33,798,183,337.2,119.3,0,0,1,8,4,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14483,17040,FRA,33,798,146,2245.5,855.0,0,0,1,15,5,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0
14484,17041,DEU,59,798,228,352.2,148.8,0,0,1,8,4,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
14485,17042,DEU,63,798,228,2901.6,1538.8,0,0,1,8,4,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,1
14486,17043,FRA,44,798,146,656.5,211.0,0,0,1,10,5,803,803,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14487,17044,PRT,65,798,36,118.0,16.0,0,0,2,2,2,302,799,Corporate,Corporate,0,1,0,0,0,0,0,1,0,0,0,0,0
14488,17045,RUS,52,798,84,842.1,107.0,0,0,1,14,7,805,805,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14489,17046,NLD,52,798,14,306.49,36.0,0,0,1,6,2,800,800,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14490,17047,MYS,54,797,207,325.05,91.0,0,0,1,15,5,802,802,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,1
14492,17049,DEU,76,797,386,126.0,173.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14493,17050,DEU,57,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14494,17051,DEU,80,797,386,126.0,113.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14496,17053,DEU,78,797,386,126.0,116.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14497,17054,DEU,83,797,386,128.0,54.0,0,0,1,2,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14498,17055,DEU,71,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14500,17057,DEU,66,797,386,126.0,169.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14501,17058,CHE,34,797,71,518.4,69.0,0,0,1,12,3,800,800,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1
14502,17059,DEU,88,797,386,126.0,110.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14503,17060,DEU,81,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14505,17062,DEU,75,797,386,126.0,162.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14506,17063,DEU,72,797,386,126.0,123.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14507,17064,DEU,68,797,386,126.0,110.5,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14508,17065,DEU,70,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14509,17066,DEU,58,797,386,126.0,128.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14511,17068,DEU,74,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14512,17069,DEU,76,797,386,126.0,115.5,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14514,17071,DEU,85,797,386,126.0,110.5,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14515,17072,DEU,67,797,386,126.0,137.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14518,17075,DEU,72,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14519,17076,DEU,77,797,386,126.0,113.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14520,17077,DEU,82,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14521,17078,DEU,67,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14522,17079,DEU,78,797,386,128.0,54.0,0,0,1,2,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14523,17080,DEU,67,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14524,17081,DEU,77,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14525,17082,DEU,78,797,386,126.0,110.5,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14526,17083,DEU,66,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14527,17084,DEU,74,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14528,17085,DEU,81,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14529,17086,DEU,70,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14530,17087,DEU,71,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14531,17088,DEU,65,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14532,17089,DEU,75,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14533,17090,DEU,86,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14534,17091,DEU,74,797,386,126.0,115.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14535,17092,DEU,65,797,386,126.0,110.5,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14536,17093,DEU,81,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14537,17094,DEU,68,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14538,17095,DEU,82,797,386,128.0,80.5,0,0,1,2,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14539,17096,DEU,63,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14540,17097,ROU,39,797,79,601.5,70.0,0,0,1,10,5,802,802,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0
14541,17098,DEU,72,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14542,17099,DEU,67,797,386,126.0,110.5,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14543,17100,DEU,84,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14545,17102,DEU,76,797,386,126.0,120.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14547,17104,DEU,71,797,386,126.0,213.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14548,17105,DEU,75,797,386,126.0,108.0,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
14549,17106,DEU,71,797,386,126.0,110.5,0,0,1,4,2,799,799,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,1,0,0,0,0
